t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z
117,53.90267621553461,61.93781970096538,82.3076923076923,145.0,23.53846153846154,8.0,-935.8354374811538,512.1642632118463,2515.387826772692,-693.4457350511153,-223.1457055898462,2545.3878267726923,-1189.316950871923,976.1277911846539,2485.387826772692
118,53.32244814359616,62.11288628211538,81.0,145.0,22.615384615384617,8.0,-943.5530395507691,512.0069439226921,2522.317157451924,-707.059906005923,-223.75317911003847,2552.317157451924,-1200.7155057461541,978.8492595966538,2492.317157451923
119,53.090736934121416,61.04209695544286,81.0,145.0,24.0,8.0,-944.9464808871787,521.1147395543214,2520.5698242182148,-706.5758514403572,-223.59999465939285,2550.5698242182148,-1187.7694527764286,978.1630074637499,2490.5698242182148
120,53.008699962075,61.056388446260705,81.14285714285714,145.0,24.0,8.0,-946.6422882079643,521.5280696323215,2523.159232003571,-706.0160544259642,-223.8269985744286,2553.159232003571,-1189.0043378557145,979.1799839564285,2493.1592320035707
121,52.843799972525005,60.70448951720999,81.8,145.0,23.9,8.0,-947.4426391600498,524.2750427244499,2521.4101196300003,-699.6446990965999,-223.6736618041,2551.4101196300003,-1189.0423034675,978.4930206298499,2491.4101196300003
122,94.39057464600668,67.87204844155333,141.26666666666668,164.86666666666667,71.6,8.0,-548.2103413901333,433.65697224933336,2371.9182942713333,-160.3287787755747,-377.1833740234666,2401.9182942713333,-728.8358683268667,919.7806152344,2341.9182942713333
123,151.57139056656524,65.76758392998697,191.43478260869566,166.47826086956522,132.69565217391303,8.0,-65.76072236767827,442.2416806427825,2322.5073136043475,261.7071279442609,-382.58879951813043,2352.5073136043475,-217.37511775813908,900.3746178668695,2292.5073136043475
124,191.76802870811767,69.5022899403353,227.11764705882354,137.94117647058823,160.58823529411765,21.058823529411764,290.16701821711763,457.5692928538235,2595.04730583647,617.8602546244707,-164.84442228435293,2625.04730583647,5.751048144170588,886.8529016831765,2565.04730583647
125,200.47303373917393,78.39155246901305,227.0,137.34782608695653,175.91304347826087,28.26086956521739,406.94332355000006,418.3571963103478,2867.264425526522,680.7027216373044,-176.25274658204347,2897.264425526522,158.35335275406086,912.7450216542175,2837.264425526522
126,200.32628958571425,78.23060989380001,227.0,137.35714285714286,178.0,28.642857142857142,406.2754658290714,420.8156651088214,2873.020193917143,682.0550188336786,-176.69262368332141,2903.020193917143,179.45136533467863,910.7902657644644,2843.020193917143
127,199.7593129476667,78.48263905842667,227.0,137.66666666666666,177.06666666666666,29.733333333333334,400.3346211751334,418.09609171539995,2871.5663085933334,681.7134195962666,-179.74661051433336,2901.5663085933334,170.01795450846666,899.4164672850665,2841.5663085933334
128,190.3852664722941,74.94920438880001,224.2941176470588,137.47058823529412,165.52941176470588,31.647058823529413,308.1033127728236,457.4547478172354,2895.3661391317646,658.9943201401765,-179.2138375674706,2925.3661391317646,54.94092963725883,887.7945197610001,2865.3661391317646
129,180.58065400299998,80.46732782434073,217.0,134.62962962962962,149.7037037037037,33.55555555555556,222.5306385181481,427.54120438188886,3085.464228876666,622.7190913448889,-159.7826625682963,3115.464228876666,-110.53197069521111,925.9936772099261,3055.464228876666
130,180.4349603653125,87.44373893739375,217.625,132.625,143.0,51.75,224.923359871,358.3399600983125,3138.787536620625,640.3237648009375,-140.30339860912503,3168.787536620625,-185.30708217625,743.97095870975,3108.787536620625
131,180.82262674973333,90.45533599854,219.0,133.0,140.0,60.53333333333333,228.99236958826666,324.9244303384667,3136.183203125333,655.0621826171333,-144.33576049806663,3166.183203125333,-217.8469899496667,647.7470214843335,3106.183203125333
132,181.24613776576928,91.12152070264999,219.0,133.0,141.0,62.0,233.12311084449996,316.8689669095384,3129.037785456923,653.5838388296155,-144.01002619819232,3159.037785456923,-206.47876093926922,630.3029902531539,3099.037785456923
133,182.18793233233336,91.88173198700001,219.0,133.0,140.0,66.0,242.4794584910417,307.3133366902917,3116.6263529458324,651.0160013835417,-143.44422531129166,3146.626352945832,-216.47540283212496,584.5408579509584,3086.6263529458324
134,182.55537361934486,92.04097221637586,219.0,133.0,140.0,67.51724137931035,246.15362127903452,305.1256787530345,3112.1599878765514,650.0919252593102,-143.24062058020687,3142.159987876551,-216.1621609391724,567.2398008148967,3082.1599878765514
135,182.60691938720686,92.03372297615861,219.0,133.06896551724137,140.0,67.79310344827586,246.6937113795518,305.17720084351726,3111.8799417420687,650.0339923726553,-143.98761196796556,3141.8799417420687,-216.14252024686203,564.204966578,3081.8799417420687
136,183.36403528849996,87.42245133717084,217.08333333333334,131.83333333333334,139.66666666666666,54.5,256.0240300496667,357.08209864295833,3125.5077718095836,631.5844192504168,-130.92312622075,3155.5077718095836,-220.911331176875,711.021525065,3095.5077718095836
137,180.86237980769232,85.53738843478078,215.76923076923077,123.0,137.07692307692307,57.15384615384615,230.24168806815382,380.39915466307707,3147.9306922326923,621.5251136191923,-33.41042155486539,3177.9306922326923,-250.6953547550385,686.9978919396151,3117.9306922326923
138,177.2239278157083,87.40462112427083,217.0,121.0,136.0,60.583333333333336,190.16931406670832,359.88488642375,3148.56417846625,635.3315175375,-11.146154562625,3178.56417846625,-262.458328247,649.7626190185833,3118.56417846625
139,176.37701161683333,87.44550323485,217.0,121.0,134.66666666666666,61.333333333333336,180.97993469266666,359.75571187333327,3151.3905843083335,635.8964436848333,-11.156065622966665,3181.3905843083335,-277.2904510496667,642.1464029948334,3121.3905843083335
140,176.6778532664167,87.67901738485,217.0,121.0,136.0,61.916666666666664,184.18872197466666,356.95116170241675,3149.412017822917,635.50096639,-11.149127562829166,3179.412017822917,-262.52968343095836,635.3589274089167,3119.412017822917
141,176.52474607279308,87.41250715584141,217.0,121.0,135.44827586206895,62.0,182.70565690662067,360.30649014175856,3153.0135455951718,636.2208588698967,-11.161756811475861,3183.0135455951718,-268.8767026703792,635.1793339169657,3123.0135455951718
142,178.16709899900002,85.42387008665,217.0,121.0,135.0,59.0,202.35234069799998,385.03712463399995,3174.592529295,640.534057617,-11.23742723465,3204.592529295,-275.608444214,672.8518371580001,3144.592529295
143,180.57685428194443,83.72346835666112,215.0,121.0,136.0,55.55555555555556,232.19704776322226,409.3506045871667,3217.9518771694447,626.4216749403889,-11.389473809144445,3247.9518771694447,-268.29799567322226,720.4145134820557,3187.9518771694447
144,179.95629295930763,84.03654568012308,215.0,121.0,136.0,54.30769230769231,225.48927541888457,406.3533442570385,3222.164710412308,627.2341825043845,-11.404246623700002,3252.164710412308,-268.652552678,735.3441490760384,3192.164710412308
145,179.4928956208148,84.18081552010742,215.0,121.0,136.0,54.0,220.24476567011112,404.7115987141852,3222.0742639611117,627.2167358398889,-11.403929498462961,3252.0742639611117,-268.6449392811852,738.7736793799629,3192.0742639611117
146,179.5750438549259,84.1720595183074,215.0,121.0,136.0,53.925925925925924,221.08389564796295,404.65057260018517,3220.8013328274074,626.9712433991851,-11.399465843474072,3250.8013328274074,-268.5378090186296,739.3074951172224,3190.8013328274074
147,179.7663984626897,84.22351074218966,215.0,121.0,136.0,54.41379310344828,223.18239304120692,403.9540647308621,3219.8799333248276,626.7935285896551,-11.396234742531034,3249.8799333248276,-268.46026190389654,733.6363946321724,3189.8799333248276
148,179.83189957218514,84.2563739352741,215.0,121.0,136.0,54.44444444444444,223.85459052188887,403.4644142434074,3218.9313422314813,626.6105753580739,-11.392908378881483,3248.9313422314813,-268.3804309985556,733.0769042968518,3188.9313422314813
149,179.5005883111482,84.13245391845186,215.0,121.0,136.0,54.44444444444444,220.19444105370374,405.0065002441111,3220.0737033418523,626.8309009692224,-11.396914234870374,3250.0737033418523,-268.4765726725927,733.3371966327037,3190.0737033418523
150,179.49794769287496,83.86208343505,215.0,121.0,136.0,54.0,220.000459671,407.737792968625,3217.62011718875,626.357711792,-11.388310551650001,3247.62011718875,-268.270076751875,737.7428207396249,3187.62011718875
151,183.69360733041665,84.02909151712498,228.66666666666666,121.0,140.16666666666666,41.833333333333336,257.1742960611667,390.4271367393333,3095.489990233333,752.6139424640833,-10.960040966683335,3125.489990233333,-213.18879318233334,840.1776072184167,3065.489990233333
152,181.8114085951053,80.44901355944211,220.68421052631578,128.47368421052633,142.0,32.21052631578947,237.35285869384217,430.5457892166842,3103.431820517368,666.5528982062106,-93.3989865655158,3133.431820517368,-193.99504249968422,946.370875308158,3073.431820517368
153,190.1859436036667,78.72009531656666,217.0,137.0,160.66666666666666,25.333333333333332,323.97436523466666,444.86268107066667,3069.525553386667,619.5332845049999,-184.773030599,3099.525553386667,3.8318837486666646,1009.2482096343333,3039.525553386667
154,192.24184875479997,79.99226989746002,217.0,135.33333333333334,170.0,25.733333333333334,341.51519775393336,423.77363688156674,3020.6167317716668,609.7573710123331,-164.02753702793333,3050.6167317716668,104.87096405036667,988.5827962244,2990.6167317716668
155,192.0379456740385,80.08522033691541,217.0,136.15384615384616,170.0,25.923076923076923,339.5185934213847,422.9924269456154,3022.0697960484617,610.0478210447692,-172.88774989203844,3052.0697960484617,104.92191754857693,987.0733126126923,2992.0697960484617
156,191.78677876796294,80.2229461669963,217.0,137.07407407407408,170.0,26.37037037037037,336.6042819552222,421.21527890807414,3019.7624330885187,609.5866134077407,-182.59366975011113,3049.7624330885187,104.84100680874074,981.6385362416297,2989.7624330885187
157,190.154714411,73.48182331431818,215.36363636363637,132.0909090909091,166.72727272727272,16.363636363636363,296.3871681908182,455.52457497345455,2801.73914684,550.0051047585454,-120.80053849645456,2831.73914684,65.87833473907273,1004.9986017400909,2771.73914684
158,191.6576366425,63.274225234975,217.25,129.0,170.0,8.0,298.064186096375,534.105606079125,2685.1929321287503,545.0553283691249,-85.6915426254375,2715.1929321287503,93.06606006616249,1042.81817626875,2655.1929321287503
159,191.03552627558338,63.356722513833326,215.33333333333334,130.0,169.0,8.0,288.57236735041664,526.6658630370833,2651.5572509766666,520.3237457275,-94.02857208247501,2681.5572509766666,82.73156801860833,1029.607869465,2621.5572509766666
160,191.12334696466667,62.607142130499994,215.0,130.33333333333334,169.33333333333334,8.0,287.834676107,530.7794189450001,2637.31599935,514.4363606773333,-96.6518707276,2667.31599935,85.33112335206668,1024.0146280899999,2607.31599935
161,191.02071925585713,62.690427507685705,214.71428571428572,130.71428571428572,169.71428571428572,8.0,287.5900530134286,531.311680385143,2643.797433035714,513.0037841797142,-100.46227046431429,2673.797433035714,89.03811645509998,1026.5602329814285,2613.797433035714
162,190.78863423653334,62.78709437052001,213.26666666666668,129.66666666666666,168.53333333333333,8.0,285.30260823566664,530.1626464842667,2642.534716798,499.1984232584666,-90.59405771897333,2672.534716798,78.17691345215333,1026.0643229166665,2612.534716798
163,190.829938888625,62.7024736404375,214.0,131.625,168.375,8.0,285.807670593375,531.1736984253125,2643.6648864737504,506.28714561475005,-108.98895645146877,2673.6648864737504,76.7583918571375,1026.50817871125,2613.6648864737504
164,191.01773156061117,62.603439966838906,215.0,130.44444444444446,168.33333333333334,8.0,287.80728149422225,532.5711195204444,2646.044691297222,516.1198425292221,-98.00928921161666,2676.044691297222,76.44466993543331,1027.4428371850001,2616.044691297222
165,190.9479968730769,62.75340945903078,214.84615384615384,131.15384615384616,168.15384615384616,8.0,286.65741436292313,530.2883230356923,2641.1504094053844,513.7298302283846,-104.15952242343077,2671.1504094053844,74.70963874230769,1025.5205970178463,2611.1504094053844
166,191.0718963622,67.41892395018,215.4,145.8,167.2,8.0,275.4789733886,466.26181030300006,2528.658544922,496.98769531240004,-231.5198547362,2558.658544922,63.03774337768,981.3398193360001,2498.658544922
167,189.99729650164704,72.57759587904118,217.47058823529412,146.2941176470588,162.47058823529412,9.176470588235293,255.7993738511765,404.15347110523527,2428.9672133500003,495.721710205,-226.78782923076474,2458.9672133500003,21.387078790117638,932.3896556182941,2398.9672133500003
168,188.128274184,88.58793053260385,217.46153846153845,145.30769230769232,147.46153846153845,47.84615384615385,238.98802302434615,266.82331085199996,2422.8543137773077,494.2431194598847,-217.6817538921923,2452.8543137773077,-105.2540133549923,605.2167147123463,2392.8543137773077
169,189.41975741911108,90.70400407580556,219.0,145.55555555555554,146.11111111111111,55.888888888888886,250.2835201687778,249.22403801805552,2426.0016004766667,508.13034396699993,-220.09412977416667,2456.0016004766667,-116.69263627799998,538.6618550617776,2396.0016004766667
170,189.9474477768125,90.819132328025,219.0,146.125,146.875,55.75,255.4304571151875,248.89019012456248,2432.2953796387496,509.432485580375,-225.57276630406247,2462.2953796387496,-110.56598567949999,541.2454643250001,2402.2953796387496
171,190.37924743648,90.37851409912,219.0,145.8,148.0,53.52,260.09063659660006,253.60017883307998,2441.4617382812007,511.3289428711201,-223.59962707528,2471.4617382812007,-101.47429779055997,562.1679931640001,2411.4617382812007
172,190.61643660694736,88.87237629138421,219.0,146.3684210526316,150.21052631578948,46.421052631578945,262.1774075156316,266.5214675101579,2441.9461991173685,511.42918155057896,-228.58230671136837,2471.9461991173685,-82.80897281044737,622.2120104337896,2411.9461991173685
173,188.91343240170588,77.72030011344117,217.0,145.0,156.58823529411765,15.882352941176471,243.85102305682352,356.3742496265882,2405.0964929911756,486.72939704447055,-213.47683626070585,2435.0964929911756,-28.557840010700005,866.7949182847645,2375.0964929911756
174,191.13354492166664,69.99535497028334,223.0,145.0,166.66666666666666,8.0,260.01949818925,417.6284637449999,2381.6926066075,532.79108683275,-211.42509333308337,2411.6926066075,54.97425683339166,923.6194203695001,2351.6926066075
175,190.86652272536668,69.91668777465999,222.4,145.0,166.06666666666666,8.0,259.19516805009994,420.5631449382,2394.654451498,530.5568176270001,-212.56141306553334,2424.654451498,50.31191673278668,928.7101562500334,2364.654451498
176,191.90026367183998,69.690112304688,223.96,145.0,167.04,8.0,268.69977539051996,423.7571154784799,2402.0285449212,545.4604418944401,-213.20787841783996,2432.0285449212,58.561786499016016,931.6063134764802,2372.0285449212
177,191.81972023296296,71.82883509882593,217.5185185185185,145.0,167.4814814814815,8.148148148148149,270.121838605,408.93243069129636,2420.866925275556,494.3289794922594,-214.85937556503706,2450.866925275556,62.72520432648888,937.762548376,2390.866925275556
178,190.3776768275714,73.6022567749,217.28571428571428,145.0,165.71428571428572,8.285714285714286,257.3489081973333,393.07701183504764,2415.600725447619,491.2807718913333,-214.39770507814285,2445.600725447619,47.83137021746666,934.5482003348093,2385.600725447619
179,185.45106741103842,112.27723106968077,213.84615384615384,164.3846153846154,159.3846153846154,49.84615384615385,220.0991510244615,65.98532027354408,2466.241267278077,471.3564687876539,-389.1983583891539,2496.241267278077,-5.440983919003845,598.3778252234999,2436.241267278077
180,177.142210824,124.31983511785712,204.28571428571428,175.0,153.14285714285714,61.714285714285715,144.0083214897143,-36.260422570364284,2394.960728236429,376.6345999580714,-467.69413757328573,2424.960728236429,-56.801396233685715,483.4050881522143,2364.960728236429
181,177.96529293056253,124.86839056012501,204.75,175.0,156.0,62.25,152.2399873734375,-41.2549870014125,2416.52275085375,383.919424057,-471.852731704875,2446.52275085375,-33.47492909431249,483.29651451100005,2386.52275085375
182,179.368812561,124.1989250185,207.0,175.0,156.0,61.0,165.01490020749998,-35.773284912099996,2429.548828125,405.3665161135,-474.365005493,2459.548828125,-33.657640457149995,496.4502868655,2399.548828125
183,183.79139592092312,122.26822104830772,212.30769230769232,172.15384615384616,155.0,61.15384615384615,207.10351327746156,-19.559043778819344,2479.553269607308,460.6761286808077,-458.71305377673093,2509.553269607308,-43.03414403475001,505.37788391107694,2449.553269607308
184,183.7647183066842,94.73295794037892,215.31578947368422,148.3684210526316,153.89473684210526,40.10526315789474,199.68548021821053,212.22389582592103,2396.451595909473,470.66585018747367,-241.38164078563162,2426.451595909473,-50.72022126849999,662.8095831620526,2366.451595909473
185,190.6503666469286,72.47332954406428,217.5,144.5,163.64285714285714,8.0,257.30136271889285,398.9250215802858,2393.445608956428,488.6535382952142,-208.23556137082144,2423.445608956428,30.32407597133929,928.2353995187501,2363.445608956428
186,192.1052088243103,71.9964212878069,218.51724137931035,145.0,166.27586206896552,8.0,271.12578924775863,405.38486875337946,2408.2404953527584,500.33129777572407,-213.75246034813796,2438.240495352758,52.337725540693114,934.0460310311723,2378.2404953527584
187,192.19499206549997,72.03173582895356,218.5,145.0,166.64285714285714,8.0,271.8218808855,404.99464307507134,2407.696018764643,500.07051522392857,-213.70472662789285,2437.6960187646437,55.384407724664285,933.8321772984284,2377.696018764643
188,192.86409301755998,71.93612365723202,218.68,145.0,168.24,8.0,277.40893188480004,405.7131726074,2407.1692675776,501.49772216795986,-213.65854919440005,2437.1692675776,68.685507202152,933.6253149413602,2377.1692675776
189,192.29739262503847,71.37110930223078,217.0,144.23076923076923,168.69230769230768,8.0,278.64665691673076,420.87973022469225,2465.719914363076,498.5367396428461,-211.72699678865385,2495.719914363076,73.39973082910771,956.6208871691923,2435.719914363076
190,188.15970967606665,75.24690399170667,217.8,136.33333333333334,165.2,17.6,265.8911458334667,420.32660929353335,2685.9350911459996,550.8487263998,-155.43402608246663,2715.9350911459996,49.053784942633335,951.824711100467,2655.9350911459996
191,194.0791015625556,82.83107927111111,220.11111111111111,136.77777777777777,168.22222222222223,28.666666666666668,341.2273118763334,372.175435384,2855.40966797,608.1769476996667,-169.75464206255552,2885.40966797,81.4359563191778,904.9354315863333,2825.40966797
192,193.71531048929407,82.60760677562355,219.0,135.58823529411765,170.0,28.0,337.6429317699412,374.46733183029414,2855.854650161765,597.0640689625293,-157.7482488294706,2885.854650161765,99.09330704631762,911.6583718693528,2825.854650161765
